Nume,CodFiscal,Judet,Telefon,CifraDeAfaceriNetaRON2021,ProfitNetRON2021,CotaDePiata2021,CodCAEN2021,DescriereCodCAEN2021,Salariati2020,CifraDeAfaceriNetaRON2020,ProfitNetRON2020,CotaDePiata2020,CodCAEN2020,DescriereCodCAEN2020,Salariati2019,CifraDeAfaceriNetaRON2019,ProfitNetRON2019,CotaDePiata2019,CodCAEN2019,DescriereCodCAEN2019,Salariati2018,CifraDeAfaceriNetaRON2018,ProfitNetRON2018,CotaDePiata2018,CodCAEN2018,DescriereCodCAEN2018
DMA LOGISTIC MD SRL,37926192,BRAŞOV,-,280170,56900,0.01%,4638,"Comert cu ridicata specializat al altor alimente, inclusiv peste, crustacee si moluste",3.0,115733.0,0.0,0%,4638.0,"Comert cu ridicata specializat al altor alimente, inclusiv peste, crustacee si moluste",0.0,6250.0,0.0,0%,4638.0,"Comert cu ridicata specializat al altor alimente, inclusiv peste, crustacee si moluste",2.0,28481.0,0.0,0%,4638.0,"Comert cu ridicata specializat al altor alimente, inclusiv peste, crustacee si moluste"
S.C.ITOUR SIBIU SRL,37926990,SIBIU,0744564978,114952,0,0.01%,4391,"Lucrari de învelitori, sarpante si terase la constructii",6.0,11900.0,0.0,0%,4391.0,"Lucrari de învelitori, sarpante si terase la constructii",1.0,600.0,0.0,0%,4391.0,"Lucrari de învelitori, sarpante si terase la constructii",0.0,0.0,0.0,0%,4391.0,"Lucrari de învelitori, sarpante si terase la constructii"
S.C. BETOANE PERFORMANTE S.R.L.,37932488,ALBA,-,214837,565,0.01%,2361,Fabricarea produselor din beton pentru constructii,4.0,230480.0,41029.0,0.01%,2361.0,Fabricarea produselor din beton pentru constructii,3.0,35774.0,0.0,0%,2361.0,Fabricarea produselor din beton pentru constructii,0.0,0.0,0.0,0%,2361.0,Fabricarea produselor din beton pentru constructii
LUMADRIN MLR SRL,37936200,BRAŞOV,0729432223,161289,1819,0.02%,4932,Transporturi cu taxiuri,3.0,140047.0,0.0,0.01%,4932.0,Transporturi cu taxiuri,1.0,47717.0,0.0,0%,4932.0,Transporturi cu taxiuri,2.0,34620.0,0.0,0%,4932.0,Transporturi cu taxiuri
HAUNTED STUDIO SRL-D,37936960,ALBA,07463411153,40000,0,0%,5911,"Activitati de productie cinematografica, video si de programe de televiziune",4.0,2401.0,0.0,0%,5911.0,"Activitati de productie cinematografica, video si de programe de televiziune",0.0,77905.0,26300.0,0%,5911.0,"Activitati de productie cinematografica, video si de programe de televiziune",0.0,0.0,0.0,0%,5911.0,"Activitati de productie cinematografica, video si de programe de televiziune"
WELCOMING CITY SRL,37938570,ALBA,-,827676,363689,0.03%,6311,"Prelucrarea datelor, administrarea paginilor web si activitati conexe",2.0,359823.0,294083.0,0.04%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata,0.0,28800.0,23334.0,0%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata,0.0,0.0,0.0,0%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata
DERMAESSENCE SRL,37941494,MUREŞ,-,58945,10859,0.01%,9602,Coafura si alte activitati de înfrumusetare,3.0,30468.0,0.0,0%,9602.0,Coafura si alte activitati de înfrumusetare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
S.C. SIBRENT SRL,37948824,SIBIU,0748642682,1452004,152402,0.01%,5610,Restaurante,8.0,490557.0,22893.0,0%,5610.0,Restaurante,0.0,0.0,0.0,0%,7711.0,Activitati de închiriere si leasing de autoturisme si autovehicule rutiere usoare,nan,nan,nan,nan,nan,nan
CALIMANI FANTOUR SRL,37949501,MUREŞ,0745062396,401698,0,0.04%,5520,Facilitati de cazare pentru vacante si perioade de scurta durata,5.0,381293.0,0.0,0.04%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata,2.0,346005.0,55263.0,0.04%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata,1.0,150362.0,0.0,0.02%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata
S.C.LOSERV CONCEPT 2017 SRL,37950492,BRAŞOV,-,91854,0,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,4.0,312345.0,63985.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,8.0,410905.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,4.0,46630.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale
CONFORT ACCELERATE SRL-D,37950557,BRAŞOV,0724666912,203712,146341,0%,4511,"Comert cu autoturisme si autovehicule usoare (sub 3,5 tone)",3.0,102014.0,0.0,0%,4511.0,"Comert cu autoturisme si autovehicule usoare (sub 3,5 tone)",3.0,121579.0,0.0,0%,4511.0,"Comert cu autoturisme si autovehicule usoare (sub 3,5 tone)",2.0,54630.0,0.0,0%,4511.0,"Comert cu autoturisme si autovehicule usoare (sub 3,5 tone)"
SC MOVENTO ART SRL,37958143,MUREŞ,-,130490,28894,0%,7311,Activitati ale agentiilor de publicitate,1.0,64493.0,5315.0,0%,7311.0,Activitati ale agentiilor de publicitate,0.0,0.0,0.0,0%,7311.0,Activitati ale agentiilor de publicitate,0.0,0.0,0.0,0%,7311.0,Activitati ale agentiilor de publicitate
POINT TO POINT RENT A CAR SRL,37960640,BRAŞOV,0720800030,0,0,0%,7711,Activitati de închiriere si leasing de autoturisme si autovehicule rutiere usoare,0.0,0.0,0.0,0%,7711.0,Activitati de închiriere si leasing de autoturisme si autovehicule rutiere usoare,0.0,0.0,0.0,0%,7711.0,Activitati de închiriere si leasing de autoturisme si autovehicule rutiere usoare,0.0,0.0,0.0,0%,7711.0,Activitati de închiriere si leasing de autoturisme si autovehicule rutiere usoare
S.C.ICAR RENTAL SRL,37965337,SIBIU,0742323094,1222753,872779,0.01%,4520,Întretinerea si repararea autovehiculelor,5.0,1016913.0,769580.0,0.01%,4520.0,Întretinerea si repararea autovehiculelor,2.0,535696.0,432137.0,0.01%,4520.0,Întretinerea si repararea autovehiculelor,1.0,236764.0,219310.0,0%,4520.0,Întretinerea si repararea autovehiculelor
S.C. GIADENT  SMILE S.R.L.-D,37965523,SIBIU,0745849071,296387,12485,0.01%,8623,Activitati de asistenta stomatologica,4.0,275831.0,49383.0,0.01%,8623.0,Activitati de asistenta stomatologica,1.0,25050.0,0.0,0%,8623.0,Activitati de asistenta stomatologica,nan,nan,nan,nan,nan,nan
S.C.SUCCESS FOR MEN SRL,37971843,MUREŞ,-,58427,585,0%,4791,Comert cu amanuntul prin intermediul caselor de comenzi sau prin Internet,0.0,145026.0,0.0,0%,4791.0,Comert cu amanuntul prin intermediul caselor de comenzi sau prin Internet,1.0,388844.0,118551.0,0%,4791.0,Comert cu amanuntul prin intermediul caselor de comenzi sau prin Internet,0.0,29840.0,6522.0,0%,9602.0,Coafura si alte activitati de înfrumusetare
PAINTINGS INSIDE FRAMES SRL,37984720,BRAŞOV,-,285087,855,0%,7311,Activitati ale agentiilor de publicitate,8.0,296369.0,953.0,0%,7311.0,Activitati ale agentiilor de publicitate,4.0,297679.0,49366.0,0%,7311.0,Activitati ale agentiilor de publicitate,1.0,287575.0,170882.0,0%,7311.0,Activitati ale agentiilor de publicitate
MODULAR PLUS SRL,38027097,SIBIU,0753034423,10738588,894936,0.77%,4299,Lucrari de constructii a altor proiecte ingineresti n.c.a,17.0,6115472.0,474737.0,0.44%,4299.0,Lucrari de constructii a altor proiecte ingineresti n.c.a,16.0,1943172.0,198514.0,0.14%,4299.0,Lucrari de constructii a altor proiecte ingineresti n.c.a,6.0,1513753.0,141300.0,0.22%,7739.0,"Activitati de închiriere si leasing-ul altor masini, echipamente si bunuri tangibile"
RARALEX TURISM SRL,38086069,BRAŞOV,-,295343,0,0.04%,5590,Alte servicii de cazare,4.0,241341.0,7156.0,0.03%,5590.0,Alte servicii de cazare,0.0,296357.0,61615.0,0.04%,5590.0,Alte servicii de cazare,0.0,132651.0,94822.0,0.02%,5590.0,Alte servicii de cazare
HAMITEL EXPERT SRL,38091910,MUREŞ,-,231330,49567,0%,6201,Activitati de realizare a software-ului la comanda (software orientat client),4.0,25800.0,0.0,0%,6201.0,Activitati de realizare a software-ului la comanda (software orientat client),0.0,0.0,0.0,0%,6201.0,Activitati de realizare a software-ului la comanda (software orientat client),nan,nan,nan,nan,nan,nan
S.C. FEDERATION COFFEE S.R.L.,38150420,MUREŞ,-,17010,0,0%,9313,Activitati ale centrelor de fitness,2.0,0.0,0.0,0%,9313.0,Activitati ale centrelor de fitness,5.0,0.0,0.0,0%,9313.0,Activitati ale centrelor de fitness,1.0,70936.0,0.0,0%,5630.0,Baruri si alte activitati de servire a bauturilor
S.C. KRONSTADT INGENIEURE SRL-D,38157968,BRAŞOV,-,1510518,389153,0.01%,7112,Activitati de inginerie si consultanta tehnica legate de acestea,1.0,1118587.0,367492.0,0.01%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,2.0,848727.0,225536.0,0.01%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,3.0,261106.0,0.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea
SC CAVIO CIVIL CONSTRUCT SRL,38186203,ALBA,-,500514,32860,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,6.0,583902.0,49104.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,2.0,558000.0,269987.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,1.0,313867.0,218874.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale
SC EVAN NEW CARS SRL,38225221,ALBA,-,328585,0,0.01%,4532,Comert cu amanuntul de piese si accesorii pentru autovehicule,3.0,314223.0,0.0,0.01%,4532.0,Comert cu amanuntul de piese si accesorii pentru autovehicule,1.0,283076.0,122917.0,0.01%,4532.0,Comert cu amanuntul de piese si accesorii pentru autovehicule,1.0,132778.0,31652.0,0%,4532.0,Comert cu amanuntul de piese si accesorii pentru autovehicule
S.C.DEY LIGHT INSTAL SRL,38245547,BRAŞOV,-,273325,0,0%,4321,Lucrari de instalatii electrice,7.0,348236.0,0.0,0%,4321.0,Lucrari de instalatii electrice,3.0,193400.0,20801.0,0%,4321.0,Lucrari de instalatii electrice,3.0,154450.0,52706.0,0%,4321.0,Lucrari de instalatii electrice
MPP COOL OFICE,38251557,ALBA,-,4741825,1082940,0.05%,4649,Comert cu ridicata al altor bunuri de uz gospodaresc,3.0,4750334.0,1140766.0,0.05%,4649.0,Comert cu ridicata al altor bunuri de uz gospodaresc,0.0,27200.0,134.0,0%,4649.0,Comert cu ridicata al altor bunuri de uz gospodaresc,0.0,0.0,0.0,0%,4649.0,Comert cu ridicata al altor bunuri de uz gospodaresc
S.C.CROYEVENTS SRL,38346410,BRAŞOV,0762357941,33184,1917,0.01%,8230,"Activitati de organizare a expozitiilor, târgurilor si congreselor",1.0,25500.0,17323.0,0.01%,8230.0,"Activitati de organizare a expozitiilor, târgurilor si congreselor",1.0,74678.0,6160.0,0.02%,8230.0,"Activitati de organizare a expozitiilor, târgurilor si congreselor",1.0,114920.0,46807.0,0.03%,8230.0,"Activitati de organizare a expozitiilor, târgurilor si congreselor"
ADS INDUSTRY PROCESS SRL,38351564,ALBA,-,1364399,619053,0.01%,5610,Restaurante,10.0,652802.0,0.0,0%,5610.0,Restaurante,1.0,93253.0,0.0,0%,4614.0,"Intermedieri în comertul cu masini, echipamente industriale, nave si avioane",2.0,528939.0,155146.0,0.02%,4614.0,"Intermedieri în comertul cu masini, echipamente industriale, nave si avioane"
BIOCHALVA SRL,38378055,MUREŞ,-,1160,0,0%,4520,Întretinerea si repararea autovehiculelor,2.0,74100.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC DARMAR ELECTRIC SRL,38385273,SIBIU,0740209269,707661,29491,0.01%,4321,Lucrari de instalatii electrice,9.0,665177.0,31956.0,0.01%,4321.0,Lucrari de instalatii electrice,6.0,205201.0,278364.0,0%,4321.0,Lucrari de instalatii electrice,1.0,468062.0,418468.0,0%,4321.0,Lucrari de instalatii electrice
OPRY AUTO SERVICE,38396981,SIBIU,-,214478,17548,0%,4520,Întretinerea si repararea autovehiculelor,5.0,20265.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,0.0,0.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor,0.0,0.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor
SC LA BACIUL SIBIAN PRODBIO SRL,38410296,SIBIU,0741467474,3150582,335255,0.3%,4729,"Comert cu amanuntul al altor produse alimentare, în magazine specializate",9.0,1307587.0,0.0,0.12%,4729.0,"Comert cu amanuntul al altor produse alimentare, în magazine specializate",2.0,478468.0,0.0,0.05%,4729.0,"Comert cu amanuntul al altor produse alimentare, în magazine specializate",2.0,188329.0,0.0,0.02%,4729.0,"Comert cu amanuntul al altor produse alimentare, în magazine specializate"
JAKEUROFOREST SRL-D,38438718,MUREŞ,-,160189,0,0%,4673,Comert cu ridicata al materialului lemnos si al materialelor de constructii si echipamentelor sanitare si de încalzire,1.0,81390.0,0.0,0%,4673.0,Comert cu ridicata al materialului lemnos si al materialelor de constructii si echipamentelor sanitare si de încalzire,2.0,122901.0,13334.0,0%,4673.0,Comert cu ridicata al materialului lemnos si al materialelor de constructii si echipamentelor sanitare si de încalzire,2.0,54497.0,4241.0,0%,4673.0,Comert cu ridicata al materialului lemnos si al materialelor de constructii si echipamentelor sanitare si de încalzire
SC GERADO TURISM SRL,38509150,ALBA,-,186757,675,0.02%,5520,Facilitati de cazare pentru vacante si perioade de scurta durata,10.0,143872.0,0.0,0.02%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata,8.0,29644.0,0.0,0%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata,0.0,0.0,0.0,0%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata
HTN ATASAMENTE SOCIETATE CU RASPUNDERE LIMITATA,38517390,SIBIU,-,10810610,337265,0.11%,2511,Fabricarea de constructii metalice si parti componente ale structurilor metalice,31.0,7490841.0,422807.0,0.08%,2511.0,Fabricarea de constructii metalice si parti componente ale structurilor metalice,22.0,4618173.0,149525.0,0.05%,2511.0,Fabricarea de constructii metalice si parti componente ale structurilor metalice,10.0,2972042.0,799405.0,0.03%,2511.0,Fabricarea de constructii metalice si parti componente ale structurilor metalice
BOSTON GOLD CONCEPT SRL,38519979,ALBA,0749566931,287075,115011,0.04%,3299,Fabricarea altor produse manufacturiere n.c.a.,3.0,0.0,0.0,0%,3299.0,Fabricarea altor produse manufacturiere n.c.a.,0.0,0.0,0.0,0%,3299.0,Fabricarea altor produse manufacturiere n.c.a.,0.0,0.0,0.0,0%,3299.0,Fabricarea altor produse manufacturiere n.c.a.
FDDIS FLOREA SRL,38522117,BRAŞOV,0767748086,11929,0,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,1.0,9000.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,1.0,24283.0,17570.0,0%,161.0,Activitati auxiliare pentru productia vegetala,0.0,24800.0,23768.0,0%,161.0,Activitati auxiliare pentru productia vegetala
CORBY ARHIDESIGN,38539488,ALBA,-,183803,0,0.01%,7111,Activitati de arhitectura,4.0,106800.0,104262.0,0%,7111.0,Activitati de arhitectura,2.0,48430.0,0.0,0%,7111.0,Activitati de arhitectura,1.0,107650.0,81456.0,0%,7111.0,Activitati de arhitectura
HOUSE OF DENTISTRY SRL,38560242,BRAŞOV,-,308876,37991,0.01%,8623,Activitati de asistenta stomatologica,1.0,136014.0,0.0,0%,8623.0,Activitati de asistenta stomatologica,1.0,300376.0,205716.0,0.01%,8623.0,Activitati de asistenta stomatologica,1.0,246751.0,161597.0,0.01%,8623.0,Activitati de asistenta stomatologica
TERRA CAD MAP SRL-D,38565924,SIBIU,0746115287,609446,33381,0.01%,7112,Activitati de inginerie si consultanta tehnica legate de acestea,6.0,273826.0,24207.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,6.0,183542.0,0.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,5.0,166376.0,41727.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea
ABR TRANSPORTURI SRL,38647552,MUREŞ,-,221961,0,0.02%,4312,Lucrari de pregatire a terenului,4.0,234469.0,907.0,0.02%,4312.0,Lucrari de pregatire a terenului,2.0,223600.0,9397.0,0.02%,4312.0,Lucrari de pregatire a terenului,2.0,291926.0,68057.0,0%,4941.0,Transporturi rutiere de marfuri
SC NEXUS ARTIS SRL,38654673,SIBIU,0725-211740,0,11245,0%,111,"Cultivarea cerealelor (exclusiv orez), plantelor leguminoase si a plantelor producatoare de seminte oleaginoase",0.0,0.0,0.0,0%,111.0,"Cultivarea cerealelor (exclusiv orez), plantelor leguminoase si a plantelor producatoare de seminte oleaginoase",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MAXRAL EURO INOX SRL,38717160,BRAŞOV,0744379719,311655,162358,0%,2511,Fabricarea de constructii metalice si parti componente ale structurilor metalice,5.0,183500.0,11563.0,0%,2511.0,Fabricarea de constructii metalice si parti componente ale structurilor metalice,0.0,0.0,0.0,0%,2511.0,Fabricarea de constructii metalice si parti componente ale structurilor metalice,0.0,0.0,0.0,0%,2511.0,Fabricarea de constructii metalice si parti componente ale structurilor metalice
SC BRAGA BTY CAR SRL-D,38738820,SIBIU,0729968162,286822,0,0.07%,8553,Scoli de conducere (pilotaj),8.0,256440.0,69448.0,0.06%,8553.0,Scoli de conducere (pilotaj),8.0,399830.0,0.0,0.1%,8553.0,Scoli de conducere (pilotaj),4.0,204088.0,0.0,0.05%,8553.0,Scoli de conducere (pilotaj)
S.C. TUDOR HEALTHCARE SYSTEM S.R.L.,38749943,ALBA,-,495791,12264,0.01%,8622,Activitati de asistenta medicala specializata,7.0,278378.0,0.0,0%,8622.0,Activitati de asistenta medicala specializata,4.0,6063.0,0.0,0%,8622.0,Activitati de asistenta medicala specializata,0.0,0.0,0.0,0%,8690.0,Alte activitati referitoare la sanatatea umana
SD GARAGE COMPANY SRL,38753960,MUREŞ,-,1215161,19566,0.01%,4520,Întretinerea si repararea autovehiculelor,7.0,454431.0,20590.0,0%,4520.0,Întretinerea si repararea autovehiculelor,5.0,456058.0,9675.0,0%,4520.0,Întretinerea si repararea autovehiculelor,3.0,278724.0,639.0,0%,4520.0,Întretinerea si repararea autovehiculelor
S.C.MARCON BACEL SRL,38773518,COVASNA,0734551613,64,0,0%,2361,Fabricarea produselor din beton pentru constructii,4.0,12420.0,0.0,0%,2361.0,Fabricarea produselor din beton pentru constructii,4.0,10000.0,0.0,0%,2361.0,Fabricarea produselor din beton pentru constructii,0.0,0.0,0.0,0%,2361.0,Fabricarea produselor din beton pentru constructii
DISNEY ARENA SRL,38780876,SIBIU,-,154047,3677,0.01%,9329,Alte activitati recreative si distractive n.c.a.,4.0,83175.0,0.0,0.01%,9329.0,Alte activitati recreative si distractive n.c.a.,1.0,145647.0,480.0,0.01%,9329.0,Alte activitati recreative si distractive n.c.a.,1.0,84322.0,0.0,0.01%,9329.0,Alte activitati recreative si distractive n.c.a.
BILDNING BYGG SRL,38796520,MUREŞ,-,0,0,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,1.0,0.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,1.0,19958.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,3.0,182158.0,39831.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale
VICKY GLOBALTRANS SRL,38829775,ALBA,0752552564,169120,44198,0%,4941,Transporturi rutiere de marfuri,3.0,3680.0,0.0,0%,4941.0,Transporturi rutiere de marfuri,1.0,53464.0,35231.0,0%,4941.0,Transporturi rutiere de marfuri,1.0,45086.0,14797.0,0%,4941.0,Transporturi rutiere de marfuri
S.C. NEXT LABEL S.R.L.,38874334,SIBIU,0788498289,4636773,356816,0.05%,4649,Comert cu ridicata al altor bunuri de uz gospodaresc,7.0,2859644.0,617778.0,0.03%,4649.0,Comert cu ridicata al altor bunuri de uz gospodaresc,5.0,1526514.0,159017.0,0.02%,4649.0,Comert cu ridicata al altor bunuri de uz gospodaresc,2.0,946396.0,254816.0,0.01%,4649.0,Comert cu ridicata al altor bunuri de uz gospodaresc
POPMED SERV SRL,38887660,MUREŞ,-,920235,81658,0.07%,8621,Activitati de asistenta medicala generala,13.0,593920.0,94998.0,0.04%,8621.0,Activitati de asistenta medicala generala,11.0,119290.0,559.0,0.01%,8621.0,Activitati de asistenta medicala generala,nan,nan,nan,nan,nan,nan
ENJOY SPORT SERV SRL,38887695,MUREŞ,-,238172,29288,0.06%,9313,Activitati ale centrelor de fitness,5.0,163353.0,4435.0,0.04%,9313.0,Activitati ale centrelor de fitness,3.0,177623.0,13589.0,0.04%,9313.0,Activitati ale centrelor de fitness,1.0,72958.0,6549.0,0.02%,9313.0,Activitati ale centrelor de fitness
MANUFACTURA DE KURTOS SRL,38891882,HARGHITA,-,145887,3774,0%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,1.0,122735.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,1.0,126035.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,1.0,122862.0,7048.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie
ROSILO AUTOMATIC S.R.L.,38948741,BRAŞOV,0725336966,75000,0,0%,4321,Lucrari de instalatii electrice,2.0,372000.0,482414.0,0%,4321.0,Lucrari de instalatii electrice,3.0,443443.0,51216.0,0%,4321.0,Lucrari de instalatii electrice,2.0,118423.0,40075.0,0%,4321.0,Lucrari de instalatii electrice
S.C.  BEST CORNEL MOB,38959244,ALBA,-,156250,94878,0.01%,3101,Fabricarea de mobila pentru birouri si magazine,4.0,56300.0,1835.0,0%,3101.0,Fabricarea de mobila pentru birouri si magazine,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ATLAS MEDIA FILM SRL,38972359,BRAŞOV,0751194630,127229,6775,0.01%,5911,"Activitati de productie cinematografica, video si de programe de televiziune",3.0,82223.0,15881.0,0%,5911.0,"Activitati de productie cinematografica, video si de programe de televiziune",0.0,48965.0,27866.0,0%,5911.0,"Activitati de productie cinematografica, video si de programe de televiziune",0.0,4421.0,1069.0,0%,5911.0,"Activitati de productie cinematografica, video si de programe de televiziune"
