command,hrefs
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=BIZ+ACTIV+PROIECT+.-D.&jud=0'",['/biz-activ-proiect-srl-40312893/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=CAMPO+COMPUTER&jud=0'",['/campo-computer-srl-39206066/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=PANE+E+CIOCCOLATO+.&jud=0'",['/pane-cioccolato-srl-40121680/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=CALUTUL+ALB&jud=0'","['/calutul-alb-srl-39580760/', '/calutul-alb-com-serv-srl-6696310/']"
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=EMMATEX+FASION&jud=0'",[]
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=PM&E+SERVICES&MANUFACTURING&jud=0'",[]
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=AVANTI+MOB+DESIGN&jud=0'",['/avanti-mob-design-srl-39875281/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=HORIVEZ+ATLAS+RISTORANTE&jud=0'",['/horivez-atlas-ristorante-srl-39998632/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=NEOPACK+PAPER+CONVERTING&jud=0'",['/neopack-paper-converting-srl-39354712/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=SENDSOUND+AGENCY&jud=0'",['/sendsound-agency-srl-39783820/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=S.T.V.+AGRO+PREMIUM&jud=0'","['/premium-agro-prod-srl-29597986/', '/agroser-premium-srl-42746422/', '/agroservice-premium-srl-45393368/', '/s.t.v.-agro-premium-srl-37596892/', '/agro-premium-srl-28988196/', '/premium-comex-agro-srl-31670043/', '/premium-agro-crops-srl-47042207/', '/agro-premium-tools-srl-44286894/']"
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=LUMADRIN+M.L.R&jud=0'",['/lumadrin-m.l.r.-srl-37936200/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=ORTHOREEA.DENT&jud=0'",[]
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=RDC+DEVELOPMENT&jud=0'","['/moldova-development-rdc-srl-42961323/', '/rdc-development-srl-37538417/', '/rdc-sustainability-development-srl-44753531/']"
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=TRANSILVANIA+DRIVE+SERVICE&jud=0'",['/transilvania-drive-service-srl-40269670/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=CAMPION+DENT&jud=0'",['/campion-dent-srl-39116370/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=RADIOLOGIE.ONLINE&jud=0'",[]
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=CRAEU+GROUPS&jud=0'",[]
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=HULK+RUBIC&jud=0'",['/hulk-rubic-srl-39247376/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=TIPDERACOM&jud=0'",['/tipderacom-srl-39421650/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=RALDANA+BV+INVEST&jud=0'",['/raldana-bv-invest-srl-40269645/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=RAPID+LIFTS&jud=0'",['/rapid-lifts-srl-37844610/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=RESETAR+BV+CONSTRUCT&jud=0'",['/resetar-bv-construct-srl-40269653/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=COUNTRY+SPECIAL+BAKERY+-D&jud=0'",['/country-special-bakery-srl-39749160/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=ARTREN+PROD&jud=0'",['/artren-prod-srl-39706592/']
"curl 'https://www.listafirme.ro/search.asp' --compressed -X POST -H 'User-Agent: Mozilla/5.0 (X11; Linux x86_64; rv:127.0) Gecko/20100101 Firefox/127.0' -H 'Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8' -H 'Accept-Language: en,en-US;q=0.7,en-GB;q=0.3' -H 'Accept-Encoding: gzip, deflate, br, zstd' -H 'Referer: https://www.listafirme.ro/search.asp' -H 'Content-Type: application/x-www-form-urlencoded' -H 'Origin: https://www.listafirme.ro' -H 'Alt-Used: www.listafirme.ro' -H 'Connection: keep-alive' -H 'Cookie: G_ENABLED_IDPS=google; g_state={""i_p"":1719947129694,""i_l"":1};' -H 'Upgrade-Insecure-Requests: 1' -H 'Sec-Fetch-Dest: document' -H 'Sec-Fetch-Mode: navigate' -H 'Sec-Fetch-Site: same-origin' -H 'Sec-Fetch-User: ?1' -H 'Priority: u=1' --data-raw 'searchfor=COUNTRY+KITCHEN+.-D.&jud=0'",['/country-kitchen-srl-39709033/']
